Bx(nT),By(nT),Bz(nT),Sampling frequency (Hz)
8744.54,2743.17,57698.3,
8742.51,2739.61,57695,
8741.77,2739.71,57695.7,
8743.01,2741.28,57697.51,
8744.92,2744.68,57700.89,
8741.81,2741.2,57698.07,
8749.43,2748.88,57705.09,
8744.5,2742.85,57699.63,
8747.98,2747.1,57704.01,
8749.82,2749.61,57706.71,
8748.69,2750.74,57708.5,
8743.92,2743.61,57701.73,
8743.69,2743.5,57701.95,
8746.93,2747.05,57705.39,
8744.08,2744.22,57703.01,
8747.22,2749.21,57708.19,
8742.47,2743.42,57702.94,
8743.6,2745.02,57704.8,
8744.81,2747.23,57707.34,
8739.24,2739.62,57700.25,
8742.35,2742.06,57702.35,
8743.36,2744.33,57705.06,
8743.65,2744.69,57705.82,
8739.96,2741.98,57704.09,
8738.2,2739.66,57702.26,
8739.3,2739.38,57701.84,
8742.46,2745.22,57708.19,
8737.81,2740.57,57704.41,
8738.66,2741.63,57705.65,
8738.94,2740.02,57704.04,
8740.72,2743.4,57707.56,
8740.43,2743.19,57707.54,
8740.87,2744.13,57708.45,
8736.4,2738.79,57703.34,
8739.51,2743.67,57708.16,
8739.68,2745.6,57710.33,
8736.86,2740.45,57705.13,
8736.57,2741.92,57707,
8734.35,2739.36,57704.67,
8734.66,2741.58,57707.35,
8734.73,2741.94,57707.97,
8738.97,2745.9,57711.64,
8739,2746.84,57712.64,
8740.21,2748.21,57713.93,
8741.71,2750.65,57716.38,
8735.26,2742.04,57708.44,
8732.6,2740.33,57707.21,
8732.57,2740.6,57707.86,
8735.65,2744.21,57710.95,
8731.88,2741.43,57708.8,
8731.49,2739.19,57706.16,
8732.96,2742.64,57709.81,
8736.01,2746.54,57713.4,
8734.79,2744.53,57711.66,
8736.43,2747.72,57714.93,
8736.87,2747.99,57715.16,
8732.41,2743.1,57710.81,
8730.13,2741.67,57710.04,
8730.01,2742.11,57710.52,
8735.6,2748.83,57716.82,
8731.45,2743.55,57711.76,
8727.43,2740,57708.82,
8730.55,2743.42,57711.88,
8731.42,2745.89,57714.49,
8732.53,2747.6,57715.95,
8731.68,2747.11,57715.5,
8731.7,2747.2,57715.49,
8729.37,2745.71,57714.21,
8727.11,2742.96,57711.65,
8728.02,2743.95,57712.63,
8732.54,2752.1,57720.6,
8725.82,2745.71,57714.84,
8732.89,2752.08,57720.41,
8730.44,2749.61,57717.78,
8728.07,2748.85,57717.41,
8726.71,2747.34,57716.03,
8732.79,2753.88,57721.8,
8724.39,2745.28,57713.82,
8728.72,2751.5,57719.92,
8725.86,2746.64,57714.97,
8722.58,2745.49,57714.7,
8724.32,2747.55,57716.87,
8729.27,2752.09,57720.38,
8722.49,2744.97,57713.95,
8727.29,2750.68,57719.29,
8726.42,2748.91,57717.17,
8729.06,2753.85,57721.95,
8720.94,2744.67,57713.25,
8726.76,2752.96,57721.05,
8716.86,2743.27,57712.24,
8720.82,2747.51,57715.76,
8722.31,2748.43,57716.15,
8721,2748.59,57716.34,
8720.73,2747.93,57715.6,
8722.71,2752.56,57720.48,
8723.36,2753.34,57721.08,
8723.84,2752.32,57719.78,
8722.28,2752.3,57719.82,
8720.15,2748.56,57715.86,
8720.4,2749.87,57717.21,
8720.95,2750.51,57717.57,
8720.21,2751.1,57718.06,
8722.75,2754.18,57720.7,
8721.3,2753.58,57720.09,
8721.19,2753.06,57719.13,
8721.69,2755.21,57721.2,
8720.03,2754.09,57720.16,
8722.04,2756.85,57722.38,
8719.7,2753.92,57719.45,
8720.01,2753.68,57719.04,
8722.9,2758.52,57723.68,
8723.12,2758.51,57723.44,
8723.01,2759.21,57724.06,
8718.48,2753.75,57718.79,
8720.38,2755.18,57719.89,
8719.51,2753.07,57717.85,
8722.92,2758.86,57723.42,
8723.17,2757.97,57722.11,
8718.42,2753.29,57717.88,
8718.55,2754,57718.33,
8719.13,2754.19,57718.14,
8719.3,2754.79,57718.7,
8721.22,2756.71,57720.19,
8720.05,2755.12,57718.25,
8720.9,2755.04,57717.55,
8718.66,2753.78,57716.67,
8720.38,2755.66,57718.3,
8724.41,2758.48,57720.25,
8720.64,2755.69,57717.63,
8720.63,2755.89,57717.76,
8721.74,2758,57719.73,
8725.42,2761.9,57722.86,
8722.58,2757.8,57718.87,
8722.55,2758.85,57720.18,
8724.38,2760.4,57721.25,
8720.16,2754.28,57715.38,
8722.17,2756.24,57717.28,
8725.86,2761.97,57722.98,
8724.66,2758.19,57718.94,
8726.41,2760.07,57720.46,
8724.61,2757.51,57717.81,
8719.73,2752.9,57713.64,
8726.34,2759.61,57719.73,
8727.31,2761.14,57721.08,
8727.43,2762.67,57722.95,
8725.22,2758.75,57718.98,
8726.97,2759.65,57719.91,
8727.07,2759.69,57720.33,
8728.82,2761.61,57722.08,
8728.59,2761.02,57721.42,
8725.12,2755.91,57716.63,
8723.77,2754.58,57715.52,
8727.62,2761.25,57721.79,
8725.75,2757.12,57717.27,
8724.09,2754.1,57714.4,
8723.77,2754.06,57714.63,
8721.26,2750.82,57711.84,
8728.99,2759.61,57719.94,
8726.52,2758.07,57718.92,
8724.53,2753.33,57714.22,
8727.72,2757.75,57718.71,
8725.01,2753.85,57714.91,
8727.96,2757.54,57718.59,
8722.12,2751.32,57712.91,
8728.32,2756.12,57717.25,
8728.63,2757.15,57718.55,
8726.51,2753.97,57715.84,
8729.38,2756.85,57718.82,
8727.04,2752.57,57714.98,
8727.04,2753.31,57716.01,
8728.88,2753.86,57716.56,
8729.09,2755.02,57718.1,
8723.67,2745.42,57708.97,
8723.65,2746.77,57710.95,
8726.72,2748.55,57712.68,
8726.73,2749.05,57713.63,
8724.46,2746.05,57711.23,
8729.29,2751.06,57716.13,
8724.49,2743.5,57709.25,
8733.56,2755.59,57721.07,
8728.98,2747.7,57713.71,
8730.8,2750.55,57716.92,
8726.67,2745.82,57712.75,
8729.73,2747.54,57714.49,
8729.62,2747.29,57714.57,
8729.2,2746.67,57714.39,
8723.52,2738.76,57707.28,
8729.52,2744.83,57713.51,
8725.8,2737.27,57706.44,
8722.61,2734.8,57705.16,
8727.26,2740.36,57710.88,
8727.75,2739.68,57710.48,
8729.92,2743,57714.62,
8728.3,2739.81,57712.02,
8731.41,2741.74,57714.2,
8728.78,2739.37,57712.58,
8725.84,2734.5,57708.39,
8726.06,2733.69,57708.15,
8726.69,2734.48,57709.42,
8728.75,2736.79,57711.82,
8728.48,2736.93,57712.54,
8729.82,2738.33,57714.33,
8730.47,2737.65,57713.94,
8730.8,2736.58,57713.06,
8730.98,2737.62,57714.86,
8728.05,2735.71,57713.84,
8727.42,2732.66,57711.16,
8724.95,2728.98,57707.87,
8730.15,2734.68,57713.79,
8733.34,2737.89,57717.04,
8730.66,2736.67,57716.87,
8728.53,2732.04,57712.74,
8729.94,2733.6,57714.93,
8725.99,2728.14,57710.2,
8725.76,2727.82,57710.92,
8728.86,2732.48,57715.88,
8728.27,2729.62,57713.29,
8729,2731.62,57716.05,
8726.59,2726.54,57711.13,
8728.75,2729.9,57715.18,
8728.75,2730.14,57715.85,
8725.29,2726.48,57713.25,
8732.11,2733.82,57720.09,
8726.1,2727.51,57714.73,
8723.48,2722.61,57710.13,
8731.37,2732.41,57719.73,
8725.28,2725.71,57713.55,
8722.53,2723.97,57712.32,
8725.19,2727.86,57716.17,
8727.35,2729.05,57717.07,
8726.83,2729.22,57717.61,
8729.22,2732.28,57720.73,
8726.91,2729.23,57717.88,
8729.76,2733.47,57722.02,
8725.48,2728.12,57716.94,
8723.18,2725.11,57714.21,
8723.28,2726.56,57715.55,
8727.11,2731.56,57720.14,
8722.89,2726.3,57715.3,
8725.8,2729.19,57717.69,
8724.02,2727.66,57716.17,
8719.49,2723.05,57712.27,
8721.96,2725.9,57714.77,
8721.54,2724.96,57713.59,
8723.88,2729.59,57718.38,
8726.01,2731.91,57720.2,
8725.71,2732.79,57721.5,
8722.04,2728.9,57717.68,
8718.75,2725.08,57714.38,
8726.78,2734.76,57723.22,
8724.38,2732.16,57720.78,
8723.32,2731.84,57720.62,
8721.74,2729.42,57718.41,
8719.62,2728.15,57717.36,
8725.27,2737.38,57726.52,
8721.12,2730.65,57719.8,
8719.1,2730.61,57720.44,
8720.32,2729.44,57718.57,
8719.7,2728.88,57718.18,
8721.2,2732.35,57721.78,
8726.02,2736.55,57725.39,
8720.11,2731.68,57721.51,
8722.06,2732.49,57721.8,
8720.2,2731.22,57721.16,
8723.48,2736.37,57726.11,
8723.06,2734.9,57724.86,
8717.83,2729.21,57719.97,
8721.01,2733.57,57724.1,
8723.25,2736.07,57726.29,
8724.83,2738.47,57728.55,
8722.98,2736.31,57726.47,
8725.75,2741.02,57731.25,
8722.19,2737.52,57727.78,
8719.74,2735.37,57725.93,
8719.31,2733.94,57724.09,
8721.11,2737.3,57727.42,
8717.28,2735.06,57725.7,
8718.05,2736.23,57726.69,
8714.5,2732.68,57723.3,
8717.23,2735.3,57725.44,
8712.82,2730.78,57721.44,
8714.5,2732.83,57723.16,
8713.01,2732.23,57722.89,
8714.48,2734.37,57724.86,
8715.71,2735.54,57725.91,
8716.78,2736.77,57727,
8713.13,2732.6,57723,
8711.6,2731.01,57721.57,
8711.07,2732.77,57723.63,
8716.66,2739.88,57730.15,
8715.76,2739.19,57729.33,
8711.33,2734.12,57724.81,
8709.95,2731.26,57721.95,
8709.79,2731.34,57722.28,
8710.39,2732.93,57723.79,
8712.4,2736.59,57727.22,
8712.71,2737.28,57727.76,
8716.21,2741.06,57730.71,
8714.25,2739.5,57729.05,
8715.49,2741.62,57730.68,
8714.79,2739.97,57728.51,
8710.54,2737.47,57726.29,
8711.37,2737.53,57725.57,
8711.01,2737.42,57725.23,
8710.96,2738.63,57725.71,
8708.46,2736.86,57723.79,
8709.35,2738.07,57724.57,
8711.25,2741.23,57727.23,
8712.66,2743.25,57728.61,
8707.94,2737.9,57723.31,
8713.96,2744.23,57728.76,
8716.11,2748.28,57732.53,
8710.71,2741.77,57725.87,
8709.34,2739.74,57723.52,
8704.79,2737.28,57721.36,
8710.17,2743.46,57726.62,
8714.77,2747.58,57729.39,
8713.03,2746.37,57727.84,
8708.8,2744.36,57726.11,
8710.16,2745.39,57726.52,
8709.98,2745.22,57726.21,
8706.93,2741.88,57722.59,
8711.31,2748.2,57728.58,
8710.96,2746.34,57726.03,
8709.29,2746.12,57725.81,
8706.41,2741.06,57720.45,
8708.19,2743.98,57723,
8712.3,2749.4,57727.82,
8705.59,2741.58,57720.45,
8712.22,2749.81,57727.95,
8703.08,2738.85,57717.56,
8708.5,2746.24,57724.59,
8706.46,2744.04,57722.44,
8706.9,2743.75,57721.84,
8712.93,2749.26,57726.24,
8707.18,2743.68,57721.01,
8708.17,2745.32,57722.61,
8708.5,2746.36,57723.17,
8708.7,2747.43,57724.18,
8710.28,2748.2,57724.23,
8711,2750.49,57726.47,
8708.58,2749.24,57725.48,
8712.19,2752.29,57727.46,
8712.2,2752.52,57727.59,
8714.05,2755.27,57730.02,
8710.24,2751.03,57726.13,
8712.28,2754.7,57729.46,
8710.53,2750.42,57724.89,
8705.14,2742.82,57717.68,
8703.34,2742.89,57718.21,
8709.08,2748.72,57723.25,
8705.14,2745.66,57720.91,
8705.77,2746.11,57721.13,
8708.66,2747.2,57721.88,
8712.69,2753.93,57728.62,
8706.88,2746.89,57722.25,
8710.48,2749.47,57724.33,
8708.11,2745.37,57720.5,
8707.77,2745.52,57721.03,
8705.38,2745.6,57722.04,
8706.48,2744.99,57721.22,
8709.26,2748.39,57724.79,
8706.47,2744.06,57720.86,
8701.78,2739.68,57717.49,
8706.8,2745.82,57723.63,
8706.22,2744.37,57722.73,
8706.86,2744.32,57722.88,
8704.88,2739.78,57718.66,
8702.96,2739.45,57719.07,
8701.89,2737.49,57717.75,
8705.88,2741.36,57721.54,
8703.09,2738.22,57718.86,
8705.99,2742.8,57723.96,
8705.56,2741.23,57722.63,
8701.3,2736.27,57718.51,
8706.62,2741.92,57724.03,
8708.2,2741.8,57724,
8702.34,2736.55,57720.05,
8705.27,2738.24,57721.87,
8702.09,2733.44,57717.53,
8704.15,2737.82,57722.83,
8706.92,2738.93,57723.89,
8708.69,2741.52,57726.62,
8704.94,2737.36,57723.29,
8706,2738.44,57724.83,
8707.19,2739.32,57725.96,
8706.64,2738.58,57725.2,
8700.55,2730.91,57718.38,
8701.85,2733.02,57720.95,
8702.85,2734.67,57722.79,
8701.3,2732.91,57721.85,
8704.82,2737.91,57726.87,
8698.24,2728.4,57718.05,
8698.74,2730.02,57720.35,
8704.21,2737.28,57727.42,
8701.98,2734.14,57724.52,
8693.65,2724.63,57715.91,
8700.39,2732.55,57723.65,
8703.32,2735.57,57726.23,
8704.18,2738.42,57729.27,
8701.02,2733.58,57724.53,
8700.54,2734.88,57726.21,
8700.26,2734.11,57725.56,
8701.45,2734.94,57726.29,
8700.4,2734.71,57726.55,
8698.96,2734.18,57726.53,
8702.33,2736.82,57728.75,
8699.35,2733.48,57725.97,
8695.81,2730.46,57723.57,
8696.38,2732.72,57725.99,
8693.93,2729.78,57723.14,
8695.1,2729.12,57722.36,
8696.25,2731.68,57725,
8692.52,2729.37,57723.04,
8694.14,2729.89,57722.98,
8702.18,2740.67,57733.25,
8693.72,2731.23,57724.3,
8693.02,2731.55,57724.66,
8691.49,2730.16,57723.22,
8695.89,2734.46,57726.7,
8689.76,2728.6,57721.44,
8694.36,2735.39,57728.24,
8693.86,2734.73,57727.32,
8698.61,2739.67,57731.61,
8692.58,2733.84,57726.23,
8690.01,2731.01,57723.69,
8690.06,2732.55,57725.25,
8694.48,2736.27,57728.46,
8694.95,2737,57728.75,
8687.24,2729.96,57722.83,
8690.63,2733.65,57725.64,
8690.02,2735.18,57727.3,
8686.77,2730.82,57723.15,
8698.46,2744.08,57734.79,
8694.38,2741.02,57732.32,
8689.33,2735,57726.56,
8686.43,2732.98,57724.97,
8685.85,2732.42,57724.32,
8686.77,2733.33,57724.91,
8687.78,2734.94,57726.5,
8687.93,2735.44,57726.76,
8688.55,2737.87,57729.25,
8686.61,2733.88,57725.05,
8684.96,2734.23,57725.82,
8684.02,2731.68,57723,
8686.39,2737.01,57728.25,
8688.22,2737.44,57728.13,
8683.18,2733.53,57724.73,
8680.05,2729.75,57721.09,
8687.78,2740.04,57730.79,
8687.21,2739.95,57730.55,
8683.56,2736.22,57727.06,
8682.59,2733.26,57723.84,
8685.15,2739.27,57729.87,
8682.08,2735.19,57725.74,
8680.35,2733.99,57724.64,
8684.19,2738.88,57729.07,
8689.53,2745.23,57734.89,
8686.66,2741.5,57731.11,
8685.46,2739.74,57729.34,
8689,2744.3,57733.56,
8679.61,2735.16,57725.22,
8685.95,2742.46,57732.05,
8686.51,2741.32,57730.6,
8686.08,2741.64,57731.08,
8686.63,2741.31,57730.42,
8682.16,2737.17,57727.1,
8685.36,2740.56,57729.75,
8687.92,2743.53,57732.53,
8683.1,2736.8,57725.98,
8680.41,2734.97,57724.71,
8684.77,2739.66,57728.63,
8684.14,2738.17,57727.21,
8688.82,2744.01,57732.58,
8686.75,2743.5,57732.11,
8686.31,2739.48,57727.69,
8682.31,2734.45,57722.97,
8690.9,2744.74,57732.61,
8686.17,2739.13,57727.3,
8684.51,2737.52,57726.14,
8684.11,2737.7,57726.37,
8686.02,2739.66,57728.29,
8686.09,2738.78,57726.95,
8684.48,2734.89,57722.96,
8685.65,2736.53,57724.98,
8690.91,2742.11,57729.84,
8688.74,2737.83,57725.55,
8684.5,2735.29,57724.16,
8690.37,2741.06,57729.58,
8693.21,2743.98,57732.28,
8691.76,2740.89,57729.31,
8690.02,2739.52,57728.51,
8691.06,2740.09,57729.07,
8690.78,2738.18,57727.57,
8693.74,2741.74,57731.23,
8688.77,2734.26,57724.59,
8693.25,2740.64,57731.07,
8693.91,2739.2,57730.1,
8688.7,2731.67,57723.35,
8693.67,2736.38,57728.02,
8693.45,2737.05,57729.5,
8690.81,2733.02,57726.12,
8694.02,2735.44,57728.89,
8692.34,2732.49,57726.44,
8695.71,2735.88,57730.2,
8696,2735.8,57730.59,
8695.11,2732.78,57727.9,
8694.7,2732.23,57728.07,
8693.45,2729.2,57725.39,
8695.38,2731.6,57728.63,
8697.14,2733.29,57730.5,
8698.89,2733.21,57730.63,
8701.26,2736.52,57734.26,
8699.92,2734.14,57732.36,
8697.43,2731.7,57730.47,
8696.57,2730.72,57730.02,
8697.15,2730.16,57729.55,
8699.97,2731.73,57730.98,
8700.46,2732.22,57731.82,
8696.5,2727.93,57728.04,
8699.86,2730.47,57730.57,
8701.58,2733.18,57733.29,
8696.52,2728.37,57728.98,
8694.58,2725.14,57725.95,
8695.67,2727.47,57728.37,
8694.53,2725.54,57726.52,
8702.67,2735.01,57735.46,
8695.1,2726.32,57727.34,
8695.72,2727.73,57729.09,
8694.33,2725.54,57726.84,
8703.49,2735.41,57735.9,
8696.58,2727.34,57728.41,
8696.1,2727.45,57728.88,
8694.35,2726.23,57727.89,
8692.15,2724.87,57726.81,
8698.79,2733.72,57735.2,
8695.87,2728.6,57730.12,
8694.66,2728.74,57730.63,
8693.48,2729.15,57731.4,
8697.41,2733.8,57735.61,
8693.53,2727.26,57729.21,
8697.51,2731.44,57733,
8694.14,2729.9,57732.06,
8692.97,2727.46,57729.62,
8692.3,2728.65,57731.21,
8692.98,2727.47,57729.67,
8694.88,2732.96,57735.48,
8693.49,2730.7,57733.5,
8693.68,2730.71,57733.27,
8690.03,2726.73,57729.67,
8688.86,2726.17,57729.5,
8688.69,2725.87,57729.07,
8694.89,2733.43,57736.33,
8693.06,2730.8,57733.73,
8696.29,2735.9,57738.77,
8691.01,2730.75,57734.47,
8691.69,2730.3,57733.99,
8689,2727.08,57731.24,
8690.79,2728.33,57732.43,
8695.05,2735.45,57739.65,
8692.49,2732.6,57737.11,
8693.3,2733.03,57737.52,
8694.72,2734.83,57739.19,
8689.24,2729.17,57734.15,
8685.09,2724.35,57729.71,
8692.46,2732.02,57736.71,
8694.39,2735.88,57740.21,
8689.4,2729.3,57733.93,
8690.63,2731.18,57735.65,
8692.08,2732.84,57737.05,
8691.1,2732.59,57736.84,
8692.44,2734.13,57738.09,
8690.48,2731.58,57735.64,
8691.62,2733.6,57737.44,
8690.37,2733.74,57737.83,
8693.96,2736.86,57740.58,
8693.1,2735.45,57738.96,
8696.12,2738.38,57741.69,
8692.38,2737.58,57741.71,
8687.3,2728.03,57732.25,
8692.05,2735.34,57739.54,
8694.79,2738.17,57741.92,
8691.56,2733.91,57737.73,
8691.6,2734.1,57738.3,
8692.88,2735.44,57739.68,
8691.3,2732.88,57737.2,
8690.03,2731.89,57736.66,
8691.96,2734.4,57739.15,
8694.75,2738.88,57743.62,
8694.76,2737.88,57742.53,
8693.84,2737.36,57742.23,
8692.51,2734.1,57738.89,
8690.21,2733.21,57738.64,
8692.34,2736.13,57741.34,
8691.35,2734.65,57739.8,
8692.03,2735.69,57740.84,
8695.75,2738.6,57743.16,
8689.41,2732.02,57737.25,
8687.76,2730.53,57736.16,
8692.79,2737.1,57742.26,
8691.57,2736.89,57742.5,
8690.95,2734.77,57740.13,
8689.37,2732.73,57738.54,
8689.86,2735.03,57741.4,
8690.69,2733.71,57739.98,
8690.54,2733.89,57740.43,
8688.03,2731.84,57739.22,
8692.26,2735.05,57742.32,
8692.36,2733.93,57741.23,
8687.82,2729.88,57738.16,
8689.63,2731.89,57740.64,
8694.79,2737.83,57746.46,
8691.58,2732.23,57741.24,
8693.96,2734.2,57743.2,
8693.51,2734.42,57743.87,
8688.97,2728.31,57738.67,
8693.52,2733.73,57743.94,
8692.04,2733.03,57743.74,
8692.07,2732.92,57743.74,
8694.75,2736.43,57747.36,
8694.43,2736.06,57747.21,
8689.33,2729.08,57740.33,
8686.67,2725.5,57737.21,
8691.93,2734.47,57746.13,
8688.01,2730.98,57743.09,
8688.88,2730.18,57742.08,
8692.3,2735.9,57747.39,
8687.59,2730.18,57742.21,
8693.37,2736.84,57748.32,
8694.1,2738.79,57750.25,
8689.24,2731.62,57743.37,
8690.11,2735.85,57747.81,
8690.67,2736.16,57748.11,
8689.03,2733.69,57745.69,
8689.07,2735.03,57747.27,
8688.13,2734.01,57746.18,
8690.03,2737.21,57749.17,
8684.1,2729.37,57741.82,
8684.43,2730.68,57743.34,
8684.7,2731.99,57744.7,
8685.93,2733.95,57746.64,
8688.45,2735.64,57747.73,
8685.04,2732.15,57744.69,
8684.26,2732.46,57745.4,
8686.58,2735.01,57747.39,
8687.41,2735.5,57747.62,
8685.64,2733.9,57746.23,
8685.35,2734.96,57747.3,
8681.52,2730.69,57743.02,
8684.9,2735.13,57747.25,
8689.14,2739.8,57750.86,
8681.66,2732.39,57743.94,
8681.97,2733.48,57744.98,
8683.14,2735.18,57746.24,
8678.12,2728.05,57738.84,
8683.53,2736.6,57746.68,
8686.88,2740.33,57749.49,
8681.17,2733.76,57743.1,
8686.6,2741.28,57749.63,
8680.52,2734.47,57742.66,
8680.62,2736.16,57744.13,
8685.73,2742.16,57748.82,
8686.55,2743.56,57749.39,
8686.49,2743.61,57748.57,
8679.54,2736.42,57741.4,
8675.99,2731.74,57736.46,
8680.76,2739.38,57743.11,
8680.33,2740.3,57743.52,
8680.74,2740.5,57742.72,
8680.18,2741.22,57742.8,
8678.25,2738.77,57739.77,
8680.22,2741.86,57742.11,
8678.52,2740.86,57740.56,
8680.18,2742.8,57741.62,
8680.07,2743.14,57741.34,
8681.67,2744.55,57741.82,
8678.2,2742.13,57739.07,
8679.43,2744.11,57740.41,
8679.75,2744.99,57740.62,
8683.23,2749.39,57744.02,
8681.38,2748.07,57742.26,
8678.73,2745.16,57738.89,
8675.61,2741.32,57734.42,
8682.22,2749.26,57741.11,
8679.18,2746.07,57737.52,
8677.04,2744.67,57736.19,
8679.7,2748.57,57739.32,
8681.49,2750.26,57740.2,
8682.49,2750.31,57739.03,
8677.06,2745.5,57734.83,
8682.17,2751.37,57739.65,
8682.21,2751.56,57739.57,
8679.2,2748.23,57736.25,
8681.81,2751.74,57739.49,
8681.1,2747.71,57735,
8679.56,2746.54,57734.07,
8678.98,2746.95,57734.55,
8681.08,2747.61,57734.88,
8682.84,2750.8,57738.02,
8684.3,2751.05,57737.72,
8680.85,2746.44,57733.64,
8679.37,2744.33,57731.77,
8680.93,2745.81,57732.96,
8685.85,2750.5,57737.39,
8684.86,2748.44,57735.23,
8679.8,2741.05,57728.21,
8690.05,2752.1,57738.3,
8690.69,2751.47,57737.32,
8684.05,2744.74,57731.17,
8684.56,2745.48,57732.34,
8689.01,2748.62,57734.83,
8688.56,2746.9,57733.13,
8684.41,2743.05,57729.79,
8686.7,2744.45,57730.91,
8687.7,2744.74,57731.23,
8685.41,2742.2,57728.7,
8688.88,2743.36,57729.56,
8685.21,2738.92,57725.34,
8689.15,2743.14,57729.55,
8691.4,2745.67,57731.99,
8693.96,2747.51,57733.53,
8684.84,2737.83,57724.99,
8690.49,2743.01,57729.56,
8690.44,2742.44,57729.42,
8691.77,2744.5,57731.38,
8687.92,2738.81,57726.09,
8689.9,2741.12,57728.72,
8691.24,2742.86,57730.75,
8693.17,2743.13,57731.13,
8690.63,2740.45,57729.07,
8692.65,2742.75,57731.49,
8689.98,2738.01,57727.13,
8688.09,2735.12,57725.11,
8689.88,2735.16,57725.17,
8690.02,2735.95,57726.75,
8694.5,2741.23,57732.32,
8688.7,2735.29,57727.58,
8691.44,2735.53,57727.88,
8691.14,2734.44,57727.35,
8691.04,2735.17,57728.86,
8687.81,2730.34,57724.56,
8691.89,2733.43,57727.73,
8691.81,2732.32,57727.16,
8690.97,2731.96,57727.65,
8694.56,2736.87,57733.2,
8696.54,2737.36,57733.71,
8693.15,2732.43,57729.85,
8695.76,2735.89,57733.71,
8695.7,2734.37,57732.76,
8692.23,2730.21,57729.25,
8693.42,2732.15,57731.77,
8690.9,2727.94,57727.96,
8694.35,2732.82,57733.17,
8690.01,2727.28,57728.57,
8692.38,2731.55,57733.52,
8688.93,2727.59,57730.26,
8689.89,2726.69,57729.63,
8687.69,2723.47,57727.32,
8687.27,2723.64,57728.37,
8689.93,2725.21,57730.14,
8687,2720.17,57726.09,
8690.28,2724.24,57730.49,
8690.28,2722.02,57728.51,
8685.27,2717.74,57725.41,
8688.61,2722.75,57731.25,
8693.37,2725.52,57733.67,
8688.37,2718.86,57728.12,
8691.29,2722.89,57732.51,
8693.33,2723.72,57733.52,
8689.07,2718.63,57729.61,
8693.27,2722.79,57733.55,
8691.9,2720.76,57732.07,
8694.28,2723.17,57734.64,
8689.93,2717.21,57729.22,
8689.23,2718.85,57731.45,
8687.35,2713.22,57726,
8687.33,2714.35,57727.59,
8690.54,2717.51,57731.01,
8692.31,2718.32,57731.57,
8690.7,2716.45,57730.41,
8690,2715.1,57729.3,
8692.4,2716.65,57730.58,
8691.83,2716.15,57730.47,
8692.85,2716.35,57730.32,
8690.84,2716.28,57731.27,
8692.09,2717.57,57732.54,
8688.55,2711.39,57726.38,
8689.55,2713.64,57728.71,
8693.49,2718.74,57733.75,
8688.66,2713.1,57728.86,
8694.25,2719.22,57734.79,
8690.71,2713.42,57729.23,
8693.3,2718.38,57734.73,
8688.68,2712.68,57729.5,
8690.95,2714.12,57730.89,
8687.37,2709.05,57726.13,
8689.1,2712.6,57729.87,
8689.1,2712.06,57729.52,
8691.04,2713.23,57730.54,
8692.86,2716.21,57733.8,
8688.07,2711.49,57729.85,
8689.21,2710.87,57729.03,
8690.09,2714.51,57733.22,
8694.71,2719.24,57737.47,
8691.15,2716.69,57735.29,
8688.47,2713.81,57732.73,
8690.27,2715.88,57734.45,
8686.19,2711.82,57731.05,
8689.04,2714.57,57733.44,
8691.1,2717.91,57736.5,
8686.79,2712.02,57731.01,
8686.27,2713.33,57732.52,
8691.41,2718.82,57737.37,
8689.06,2714.67,57732.91,
8684.64,2712.13,57731.35,
8686.98,2713.96,57732.98,
8687.14,2715.73,57735.17,
8689.26,2718.32,57737.55,
8685.19,2713.14,57732.91,
8684.68,2712.49,57732.53,
8684.66,2713.7,57733.68,
8686.73,2716.36,57736.25,
8691.67,2722.71,57742.07,
8688.36,2716.86,57736.14,
8686.27,2715.02,57734.56,
8686.03,2714.83,57734.46,
8683.93,2712.46,57732.14,
8686.43,2716.57,57736.36,
8682.15,2711.71,57731.69,
8689.05,2718.62,57737.71,
8686.11,2716.93,57736.53,
8689.36,2719.82,57738.85,
8684.25,2715.4,57735.14,
8685.01,2715.29,57734.66,
8685.2,2716.54,57735.77,
8688.46,2721.34,57740.22,
8685.8,2718.02,57736.9,
8685.78,2717.98,57736.61,
8683.35,2717.7,57736.63,
8689.51,2724.62,57742.73,
8690.02,2725.08,57742.66,
8683.53,2717.92,57735.97,
8684.02,2719.47,57737.61,
8684.2,2719.52,57737.22,
8681.04,2716.77,57734.78,
8683.71,2720.5,57737.96,
8679.66,2716.3,57734.09,
8685.81,2722.99,57739.97,
8681.07,2720.65,57738.49,
8686.48,2723.85,57740.48,
8681.04,2718.02,57734.98,
8682.9,2720.7,57737.77,
8682.95,2722.86,57740,
8681.21,2720.04,57736.79,
8683.5,2725.02,57742.04,
8683.66,2724.45,57741,
8682.28,2723.73,57740.56,
8681.59,2723.82,57740.71,
8681.98,2725.84,57742.73,
8680.44,2722.16,57738.76,
8682.92,2725.97,57742.48,
8682.01,2726.18,57742.96,
8680.58,2725.34,57742.07,
8678.39,2722.6,57739.6,
8675.88,2721.08,57738.47,
8682.31,2728.18,57744.81,
8680.11,2727.57,57744.47,
8674.04,2721.21,57738.63,
8674.67,2720.43,57737.52,
8674.23,2721.1,57738.55,
8677.38,2726.88,57744.2,
8673.91,2721.89,57739.48,
8678.57,2727.35,57744.56,
8677.3,2727.74,57745.31,
8677.64,2728.76,57746.53,
8675.83,2727.1,57745.28,
