Bx(nT),By(nT),Bz(nT),Sampling frequency (Hz)
8794.85,2682.23,57733.74,
8795.44,2682.4,57733.77,
8800.79,2688.92,57739.89,
8798.15,2686.77,57738.02,
8798.78,2685.52,57736.5,
8794.97,2683.87,57735.54,
8796.22,2683.52,57734.85,
8798.77,2687.7,57738.91,
8793.54,2680.09,57731.57,
8792.68,2680.95,57732.66,
8794.71,2683.36,57735,
8799.04,2687.44,57738.59,
8791.51,2680.32,57732.46,
8794.57,2684.08,57735.92,
8799.13,2685.13,57735.91,
8798.41,2685.57,57736.83,
8798.46,2686.87,57738.3,
8793.8,2682.39,57734.25,
8798.78,2687.98,57739.51,
8795.23,2682.77,57734.43,
8797.48,2685.22,57736.79,
8793.86,2681.45,57733.17,
8794.79,2681.67,57733.57,
8793.96,2680.84,57732.68,
8796.5,2684.16,57736.24,
8797.89,2685.15,57736.68,
8798.46,2685.14,57736.62,
8798.52,2684.96,57736.48,
8799,2685.23,57736.54,
8799.57,2686.05,57737.39,
8793,2679.56,57731.75,
8794.32,2680.58,57732.45,
8794.02,2680.97,57733.17,
8797.39,2683.44,57735.13,
8796.04,2681.46,57733.21,
8796.86,2683.98,57735.81,
8794.9,2681.33,57733.37,
8794.43,2679.98,57732.11,
8792.58,2678.72,57731.29,
8799.57,2687.35,57739.24,
8795.49,2681.93,57733.94,
8794.51,2680.66,57733.05,
8796.54,2682.06,57734.14,
8798.13,2685.46,57737.6,
8800.03,2688.52,57740.47,
8796.41,2681.46,57733.38,
8792.35,2677.66,57730.08,
8792.18,2676.97,57729.37,
8795.04,2682.92,57735.26,
8797.56,2683.68,57735.57,
8797.13,2682.75,57734.54,
8799.39,2686.61,57738.39,
8798.37,2684.79,57736.6,
8799.79,2687.37,57738.91,
8799.99,2686.95,57738.57,
8799.66,2687.12,57738.71,
8800.1,2687.65,57739.29,
8797.56,2683.39,57735.01,
8801.07,2687.65,57739.16,
8797.81,2683.68,57735.58,
8799.17,2686.51,57738.43,
8798.29,2683.87,57735.73,
8798.07,2684.77,57736.98,
8797.04,2682.95,57735.14,
8797.58,2684.12,57736.52,
8797.51,2683.28,57735.61,
8797.34,2684.19,57736.73,
8800.12,2686.5,57738.61,
8794.83,2679.97,57732.62,
8791.73,2675.69,57728.4,
8796.54,2681.97,57734.53,
8799.88,2686.61,57739.03,
8800.28,2685.8,57737.82,
8794.27,2679.49,57732.24,
8794.85,2680.79,57733.69,
8792.07,2677.26,57730.22,
8795.63,2680.53,57732.97,
8793.86,2678.94,57731.84,
8796.99,2682.65,57735.3,
8793.19,2678.2,57731.16,
8797.42,2684.03,57737,
8798.75,2684.15,57736.63,
8797.9,2684.75,57737.58,
8799.64,2685.41,57737.84,
8802.23,2687.08,57739.2,
8801.61,2688.5,57741.15,
8796.87,2682.24,57734.7,
8800.31,2685.86,57738.39,
8795.63,2680.94,57733.76,
8796.44,2682.1,57734.94,
8798.15,2684.94,57737.68,
8796.67,2681.46,57734.13,
8797.78,2682.32,57734.75,
8797.41,2682.71,57735.53,
8803.25,2689.14,57741.16,
8796.91,2682.74,57735.41,
8795.65,2681.31,57734.05,
8797.32,2683.13,57735.69,
8794.56,2678.6,57731.13,
8792.47,2677.48,57730.46,
8795.63,2681.47,57734.28,
8790.35,2675.01,57728.02,
8793.54,2678.04,57730.59,
8796.35,2681.54,57734.07,
8798.82,2684.04,57736.09,
8794.66,2677.32,57729.57,
8794.4,2679.25,57732.1,
8792.1,2676.57,57729.49,
8793.86,2679.29,57732.14,
8796.31,2682.24,57735.1,
8798.62,2684.56,57737.07,
8799.26,2685.29,57737.63,
8797.22,2681.21,57733.48,
8794.59,2679.3,57732.06,
8795.38,2680.33,57733.04,
8797.84,2682.18,57734.59,
8802.13,2688.22,57740.45,
8798.11,2684.21,57736.5,
8797.71,2681.7,57733.96,
8799.55,2683.53,57735.57,
8793.83,2679.44,57732.25,
8794.53,2679.91,57732.9,
8798.03,2682.75,57735.15,
8797.44,2684.15,57736.82,
8794.24,2678.72,57731.46,
8796.94,2683.32,57736.13,
8801.48,2686.69,57738.54,
8795.66,2679.92,57732.62,
8794.74,2678.15,57730.74,
8800.05,2685.97,57738.44,
8798.04,2684.11,57736.51,
8799.69,2683.92,57735.89,
8792.56,2676.3,57728.95,
8795.04,2680.19,57732.88,
8793.45,2678.38,57731.31,
8795.75,2682.01,57734.88,
8795.3,2681.05,57733.98,
8800.28,2685.24,57737.48,
8794.4,2678.82,57731.59,
8794.62,2680.12,57733.12,
8797.48,2682.24,57735.02,
8796.42,2681.95,57734.64,
8794.51,2679.41,57732.35,
8791.77,2676.5,57729.86,
8800.81,2686.81,57739.25,
8795.22,2681.26,57734.38,
8800.08,2685.57,57738.13,
8794.15,2678.9,57731.96,
8795.51,2680.41,57733.48,
8800.12,2686.11,57738.82,
8799.86,2683.09,57735.53,
8802.15,2687.81,57740.21,
8794.39,2679.04,57732.14,
8795.51,2679.35,57732.41,
8797.99,2682.37,57735.23,
8796.73,2682.17,57735.23,
8798.58,2682.35,57735.2,
8799.33,2684.02,57736.88,
8798.19,2682.77,57735.63,
8799.29,2683.37,57736.33,
8802.3,2686.77,57739.28,
8803.04,2687.33,57739.57,
8800.5,2684.24,57736.62,
8798.95,2683.84,57736.74,
8802.71,2687.94,57740.54,
8799.63,2684.48,57737.05,
8798.55,2681.96,57734.61,
8798.83,2682.11,57734.48,
8801.11,2686.96,57739.63,
8797.14,2681.7,57734.63,
8799.54,2684.34,57736.72,
8798.11,2683,57735.8,
8794.45,2678.31,57731.3,
8800.42,2685.08,57737.49,
8793.31,2679.1,57732.36,
8799.17,2685.1,57737.6,
8795.54,2680.2,57732.86,
8788.31,2672.07,57725.52,
8795.41,2680.49,57733.45,
8801.25,2687.42,57739.85,
8800.72,2686.66,57739.11,
8798.36,2683.27,57735.75,
8799.39,2684.78,57737.24,
8800.88,2687.58,57739.82,
8793.76,2678.19,57730.92,
8795.98,2681.8,57734.75,
8801.46,2686.58,57738.72,
8801.24,2686.9,57739.11,
8797.85,2683.82,57736.32,
8799.75,2685.02,57737.26,
8798.55,2683.18,57735.37,
8798.1,2683.2,57735.77,
8802.64,2689.14,57741.12,
8799.63,2685.72,57737.95,
8799.81,2686.81,57739.15,
8798.34,2683.42,57735.58,
8803.06,2688.58,57740.47,
8800.44,2686.71,57738.78,
8796.38,2681.86,57734.26,
8797.26,2682.32,57734.63,
8801.04,2686.53,57738.32,
8796.7,2682.99,57735.43,
8799.28,2684.14,57735.97,
8798.25,2682.23,57734.06,
8805.05,2690.65,57741.98,
8799.18,2683.31,57734.98,
8803.15,2688.01,57739.37,
8804.72,2690.72,57742.07,
8795.55,2679.51,57731.46,
8800.13,2684.92,57736.88,
8800.37,2685.44,57737.05,
8803.1,2688.17,57739.48,
8798.07,2682,57733.91,
8800.21,2685.12,57736.87,
8799.16,2684.29,57736.13,
8799.67,2684.93,57736.9,
8800.76,2686.89,57738.66,
8800.59,2686.9,57738.86,
8799.19,2684.66,57736.53,
8800.29,2686.41,57738.21,
8796.92,2683.78,57735.85,
8798.23,2682.75,57734.51,
8804.8,2689.15,57740.21,
8799.75,2684.49,57736.23,
8800.54,2686.98,57738.73,
8800.63,2685.34,57736.97,
8799.2,2683.26,57734.91,
8797.54,2681.34,57732.91,
8800.34,2684.8,57736.44,
8804.3,2689.84,57741.13,
8802.54,2687.84,57739.21,
8801.42,2685.94,57737.23,
8800.52,2685.57,57737.08,
8799.71,2685.75,57737.44,
8799.67,2685.08,57736.46,
8799.54,2684.65,57736.25,
8799.98,2686.24,57738,
8801.18,2686.53,57737.77,
8799.2,2686.66,57738.52,
8800.44,2687.17,57738.66,
8797.18,2683.09,57735.02,
8799.53,2686.2,57738.01,
8796.23,2681.73,57733.7,
8803.26,2689.55,57741.01,
8801.23,2687.33,57739.15,
8800.6,2684.92,57736.57,
8801.39,2686.41,57737.98,
8798.64,2684.89,57736.92,
8797.93,2682.46,57734.69,
8803.9,2689.73,57741.23,
8796.53,2681.43,57733.89,
8801.14,2688.04,57740.18,
8792.64,2674.64,57727.04,
8792.45,2676.22,57729.12,
8803.77,2688.68,57740.24,
8798.58,2682.38,57734.46,
8800.26,2685.86,57737.95,
8802.76,2688.14,57739.95,
8803.88,2688.42,57739.78,
8795.31,2679.56,57732,
8797.42,2683.95,57736.29,
8802.18,2688.82,57740.64,
8800.45,2686.7,57738.79,
8802.24,2687.01,57738.61,
8802.18,2687.85,57739.71,
8798.68,2683.53,57735.53,
8793.73,2677.99,57730.61,
8798.08,2683.27,57735.43,
8801.34,2686.42,57738.28,
8797.92,2681.52,57733.41,
8799.74,2685.34,57737.37,
8800.76,2685.96,57737.91,
8801.53,2687.68,57739.45,
8797.72,2683.63,57735.89,
8797.62,2682.59,57734.51,
8803.12,2689.42,57740.81,
8797.73,2683.91,57735.86,
8802.43,2688.27,57739.57,
8800.58,2685.5,57736.75,
8800.27,2684.66,57735.89,
8799.18,2684.02,57735.33,
8794.66,2680.7,57732.86,
8804.15,2690.32,57741.38,
8802.72,2689.34,57740.59,
8805.28,2693.29,57744.38,
8801.84,2687.88,57738.93,
8803.79,2689.31,57740.16,
8806.44,2691.64,57742.13,
8795.25,2678.41,57729.85,
8797.47,2681.95,57733.46,
8799.53,2684.81,57736.06,
8801.36,2686.65,57737.63,
8797.25,2682,57733.45,
8800.69,2684.25,57735.04,
8797.2,2682.66,57734.11,
8803.9,2689.23,57739.9,
8805.08,2690.73,57741.21,
8800.48,2686.11,57737.27,
8800.75,2686.71,57737.87,
8800.82,2687.34,57738.32,
8802.34,2687.32,57738.06,
8804.93,2688.93,57739.36,
8801.14,2685.41,57736.2,
8801.78,2687.72,57738.61,
8798.34,2683.74,57734.91,
8796.33,2681.38,57733.08,
8798.29,2683.3,57734.66,
8792.9,2677.28,57729.19,
8798.87,2684.07,57735.49,
8798.17,2681.7,57732.86,
8795.99,2681.12,57732.86,
8796.83,2681.28,57732.95,
8805.38,2691.1,57741.92,
8800.66,2685.95,57737.19,
8799.41,2682.97,57734.27,
8802.28,2687.44,57738.6,
8804.18,2688.02,57738.72,
8802.29,2687.73,57738.77,
8801,2685.79,57736.86,
8796.73,2680.69,57731.95,
8798.79,2683.11,57734.34,
8794.33,2678.88,57730.43,
8797,2683.34,57734.79,
8799.19,2684.13,57735.34,
8805.47,2691.27,57741.7,
8799.08,2684.72,57735.89,
8799.85,2684.41,57735.49,
8799.99,2684.66,57735.48,
8800.44,2685.1,57736.13,
8801.09,2684.7,57735.31,
8803.02,2686.79,57737.27,
8803.07,2687.21,57737.62,
8798.03,2681.29,57732.17,
8799.06,2681.75,57732.57,
8802.22,2686.62,57737.05,
8801.4,2687.15,57738,
8801.69,2685.38,57735.79,
8800.06,2685.57,57736.54,
8803.62,2688.54,57738.73,
8792.65,2675.93,57727.21,
8802.77,2688.3,57739.04,
8804.25,2690.27,57740.67,
8801.26,2686.15,57736.5,
8801.06,2686.93,57737.66,
8801.77,2687.54,57738.17,
8799.58,2683.92,57734.59,
8801.09,2686.89,57737.5,
8801.19,2686.1,57736.76,
8798.89,2683.96,57734.96,
8804.94,2690.14,57740.11,
8802.7,2689.18,57739.77,
8802.6,2689.34,57739.7,
8799.18,2684.4,57735.45,
8804.8,2691.15,57741.36,
8801.45,2686.07,57736.58,
8804.8,2690.16,57740.11,
8795.71,2679.29,57730.28,
8798.86,2684.77,57735.76,
8802.01,2687.22,57737.78,
8798.42,2684.79,57735.55,
8797.02,2681,57731.84,
8800.86,2685.49,57735.83,
8802.55,2688.01,57738.45,
8801.89,2686.97,57737.43,
8802,2687.93,57738.29,
8803.39,2690.18,57740.72,
8804.48,2689.48,57739.45,
8803.37,2689.81,57740.09,
8798.55,2684.55,57735.23,
8799.05,2682.37,57732.76,
8806.69,2691.64,57741.34,
8802.56,2688.01,57738.12,
8796.61,2682.77,57733.45,
8799.97,2684.72,57735.06,
8803.26,2689.72,57739.64,
8803.42,2688.33,57738.1,
8805.73,2691.92,57741.45,
8802.44,2686.9,57736.66,
8803.59,2689.29,57739.1,
8803.18,2689.54,57739.41,
8794.51,2680.5,57731,
8804.3,2690.26,57739.91,
8805.03,2692.26,57741.86,
8802.9,2688.9,57738.41,
8797.91,2681.83,57731.58,
8805.12,2689.53,57738.8,
8806.27,2691.76,57741.03,
8803.91,2689.47,57738.95,
8804.95,2690.61,57740.05,
8802.01,2688.32,57738.04,
8805.71,2692.43,57742.02,
8805.69,2691.2,57740.47,
8805.26,2688.85,57737.91,
8800.63,2686.25,57736.05,
8800.42,2684.02,57733.6,
8800.57,2685.03,57734.88,
8806.86,2693.05,57742.21,
8802.8,2686.52,57735.9,
8802.02,2685.99,57735.46,
8804.35,2690.15,57739.49,
8802.27,2687.47,57736.89,
8806.4,2690.73,57739.62,
8797.21,2681.97,57732.12,
8804.03,2689.34,57738.79,
8805.29,2690.09,57739.16,
8802.76,2688.05,57737.45,
8800.98,2685.31,57734.71,
8803.37,2688.43,57737.63,
8804.57,2689.57,57738.55,
8802.65,2687.63,57736.67,
8804.15,2688.36,57737.19,
8799.78,2684.76,57734.3,
8803.13,2687.46,57736.46,
8805.41,2690.08,57738.78,
8803.02,2687.52,57736.4,
8804.11,2689.22,57737.95,
8799.7,2683.96,57733.03,
8804.55,2691.27,57740.2,
8804.08,2688.76,57737.2,
8802.36,2687.23,57736.15,
8802.41,2687.14,57735.88,
8802.19,2686.11,57734.91,
8799.96,2684.42,57733.26,
8803.16,2686.61,57734.81,
8804.83,2689.4,57737.65,
8804.18,2688.61,57736.98,
8804.2,2690.2,57738.54,
8799.4,2683.6,57732.49,
8806.12,2690.59,57738.57,
8807.7,2693.42,57741.48,
8803.25,2688.48,57736.96,
8801.63,2686.39,57734.96,
8801.24,2685.88,57734.41,
8802.42,2688.38,57737.01,
8812.02,2697.26,57744.86,
8806.44,2690.83,57738.77,
8803.43,2689.45,57738.11,
8802.4,2688.37,57737.05,
8806.49,2690.93,57739.09,
8804.25,2691.24,57740.07,
8804.04,2689.59,57738.22,
8802.55,2688.23,57736.93,
8800.86,2685.17,57734.11,
8804.92,2689.69,57738.15,
8802.2,2685.49,57733.98,
8804.59,2688.99,57737.32,
8808.22,2692.64,57740.66,
8799.33,2683.19,57731.97,
8805.14,2690.48,57738.71,
8798.34,2680.8,57729.7,
8803.83,2689.11,57737.43,
8799.5,2683.96,57732.93,
8810.35,2695.55,57743.32,
8803.31,2688.69,57737.05,
8799.39,2685.43,57734.32,
8803.44,2688.71,57737.05,
8796.98,2680.69,57729.52,
8801.38,2685.6,57734.08,
8800.58,2684.99,57733.67,
8808.67,2693.64,57741.63,
8803.64,2688,57736.27,
8800.61,2685.49,57734.11,
8800.36,2684.77,57733.51,
8800.68,2686.9,57735.88,
8804.56,2689.33,57737.52,
8799.73,2682.42,57731.02,
8802.01,2685.95,57734.45,
8802.85,2687.69,57736.18,
8800.13,2684.65,57733.45,
8805.71,2689.91,57738.08,
8802.83,2685.87,57734.14,
8802.32,2686.63,57735.37,
8809.79,2694.83,57742.59,
8800.09,2683.88,57732.43,
8804,2688.88,57737.21,
8804.92,2689.05,57736.98,
8801.67,2685.45,57733.82,
8799.86,2685.07,57733.7,
8798.13,2682.82,57731.52,
8805.55,2690.6,57738.4,
8801.42,2686.11,57734.11,
8799.14,2684.69,57733.16,
8800.1,2683.5,57731.56,
8802.75,2686.78,57734.52,
8804.62,2688.88,57736.25,
8804.53,2689.39,57736.94,
8801.55,2686.84,57734.68,
8800.74,2686.85,57734.8,
8798.92,2685.02,57733.11,
8803.87,2690.95,57738.72,
8809.6,2694.97,57741.54,
8799.79,2684.32,57731.83,
8798.56,2683.65,57731.54,
8803.19,2689.51,57737.07,
8806.06,2690.81,57737.65,
8803.1,2687.64,57734.73,
8803.66,2688.13,57735.34,
8802.49,2687.41,57734.74,
8804.63,2689.97,57736.93,
8803.9,2688.97,57736.03,
8801.65,2684.42,57731.55,
8804.33,2689.73,57736.86,
8799.47,2684.36,57731.96,
8803.37,2687.87,57734.95,
8801.18,2686.47,57733.98,
8800.59,2686.08,57733.55,
8803.2,2688.97,57736.16,
8798.21,2683.67,57731.31,
8800.7,2686.21,57733.5,
8802.61,2689.11,57736.43,
8799.4,2684.93,57732.27,
8800.33,2684.37,57731.41,
8803.33,2689.68,57736.76,
8801.49,2688.34,57735.43,
8802.38,2689.83,57737.2,
8802.6,2688.85,57736.11,
8802.82,2688.53,57735.72,
8800.26,2685.46,57732.68,
8803.91,2690.5,57737.77,
8802.17,2688.49,57735.72,
8799.62,2684.61,57732.16,
8800.04,2686.76,57734.29,
8796.52,2682.74,57730.74,
8802.75,2688.64,57735.93,
8804.47,2690.62,57737.87,
8808.41,2693.71,57740.25,
8803.41,2689.73,57736.99,
8800.36,2687.17,57734.88,
8801.74,2687.99,57735.33,
8802.16,2687.38,57734.64,
8803.34,2689.44,57736.82,
8800.4,2686.38,57733.82,
8800.64,2686.58,57734.09,
8801.58,2686.93,57734.12,
8801.52,2686.77,57734.12,
8802,2687.14,57734.21,
8795.68,2680.48,57728.34,
8801.23,2686.81,57734.14,
8799.22,2682.16,57729.57,
8799.21,2684.53,57732.13,
8801.69,2685.34,57732.35,
8802.43,2687.57,57734.71,
8798.46,2683.57,57731.26,
8804.17,2689.43,57736.26,
8801.59,2687.1,57734.23,
8796.03,2680.9,57728.63,
8798.16,2682.67,57730.26,
8803.48,2689.81,57737.09,
8803.21,2689.3,57736.26,
8798.05,2683.19,57730.93,
8799.01,2684.49,57732.05,
8801.75,2687.61,57734.8,
8799.06,2683.16,57730.47,
8802.86,2688.34,57735.7,
8801.61,2687.78,57735.02,
8799.54,2684.66,57732.01,
8800.1,2687.77,57735.55,
8797.32,2682.26,57729.96,
8800.5,2686.47,57733.76,
8797.52,2683.33,57730.89,
8797.88,2684.56,57732.18,
8794.9,2679.46,57727.09,
8801.99,2688.82,57736.11,
8801.77,2689.05,57736.29,
8800.32,2688,57735.46,
8798.81,2686.66,57734.44,
8796.85,2682.68,57730.26,
8797.24,2684.17,57731.67,
8799.88,2688.43,57736.11,
8798.75,2682.36,57729.15,
8798.94,2685.2,57732.54,
8803.19,2690.32,57737.14,
8802.53,2690.33,57737.34,
8797.68,2684.44,57731.87,
8795.81,2681.9,57729.5,
8800.36,2686.85,57734.13,
8795,2681.64,57729.57,
8797.63,2683.63,57731.1,
8798.27,2684.95,57732.45,
8801.58,2688.41,57735.72,
8802.23,2689.18,57736.36,
8799.59,2686.41,57733.97,
8801.94,2689.49,57736.83,
8798.88,2684.89,57732.41,
8801.55,2689.69,57737.1,
8800.19,2686.82,57734.14,
8798.66,2684.58,57731.93,
8797.53,2684.28,57731.82,
8795.7,2683.57,57731.52,
8803.52,2691.58,57738.54,
8796.01,2682.57,57730.3,
8803.13,2691.71,57738.87,
8800.51,2688.53,57735.8,
8799.19,2686.9,57734.3,
8797.79,2686.53,57734.2,
8798.36,2687.14,57734.63,
8797.55,2685.75,57733.45,
8795.37,2683.03,57730.73,
8797.65,2686.24,57734.07,
8803.44,2692.71,57739.59,
8797.54,2685.43,57732.76,
8797.52,2684.14,57731.19,
8796.14,2684.68,57732.25,
8797.92,2686.04,57733.37,
8797.24,2687.14,57734.82,
8800.37,2689.13,57735.96,
8800.18,2688.74,57735.8,
8794.49,2682.02,57729.29,
8803.34,2693.36,57740.02,
8799.59,2688.96,57735.87,
8801.8,2689.36,57735.72,
8797.25,2683.51,57730.18,
8799.08,2688.26,57735.13,
8793.78,2681.36,57728.54,
8797.12,2686.11,57733.05,
8796.49,2685,57731.9,
8798.17,2686.41,57732.9,
8794.02,2682.75,57729.85,
8803.9,2693.54,57739.86,
8801.81,2690.31,57736.44,
8796.05,2684.93,57731.78,
8797.85,2685.6,57732.17,
8799.65,2688.21,57734.65,
8793.62,2681.41,57728.58,
8798.8,2688.43,57735.32,
8800.09,2688.49,57735.09,
8797.18,2686.05,57733.07,
8802.6,2691.09,57737.5,
8797.64,2686.16,57732.96,
8796.66,2684.58,57731.75,
8804.46,2693.65,57740.21,
8799.98,2689.68,57736.63,
8802.65,2690.75,57737.25,
8794.65,2683.62,57731.39,
8804.72,2694.04,57740.89,
8802.09,2691.46,57738.54,
8801.67,2689.88,57736.95,
8803.67,2692.48,57739.59,
8803.21,2692.56,57739.64,
8801.36,2688.73,57735.85,
8803.28,2690.93,57738.04,
8799.25,2686.97,57734.39,
8797.3,2683.49,57730.93,
8802.75,2690.92,57738.2,
8799.66,2687.25,57734.78,
8800.61,2689.07,57736.44,
8792.58,2679.74,57727.98,
8804.11,2692.79,57740.14,
8800.44,2689.71,57737.48,
8800.35,2689.17,57736.7,
8795.19,2683.52,57731.75,
8799.07,2688.99,57737.05,
8798.09,2684.33,57731.82,
8798.23,2686.1,57734.04,
8796.12,2684.47,57732.66,
8799.27,2687.86,57735.53,
8801.67,2690.96,57738.47,
8802.74,2692.05,57739.35,
8803.79,2691.84,57738.9,
8796.89,2684.13,57731.89,
8802.2,2692.55,57740.25,
8796.47,2684.35,57732.25,
8797.06,2686.09,57734.13,
8795.4,2682.62,57730.68,
8801.03,2689.31,57736.78,
8801.74,2691,57738.6,
8800.45,2689.57,57737.32,
8800.77,2688.92,57736.7,
8798.86,2686.51,57734.25,
8792.64,2679.47,57728.15,
8796.94,2685.78,57734.16,
8799.85,2688.33,57736.37,
8803.89,2692.25,57739.68,
8798.95,2686.18,57734.26,
8799.76,2687.8,57735.84,
8794.1,2683.3,57732.23,
8796.7,2683.73,57732.11,
8802,2689.93,57737.88,
8799.04,2686.53,57734.88,
8799.5,2687.74,57735.98,
8799.46,2688.57,57736.94,
8799.74,2688.51,57736.72,
8795.44,2682.93,57731.54,
8796.18,2683.83,57732.46,
8800.79,2689.91,57738.23,
8797.39,2685.34,57733.71,
8798.25,2685.55,57733.75,
8803.37,2693.06,57741.34,
8798.76,2688.73,57737.33,
8801.83,2689.88,57738.04,
8801.42,2690.13,57738.31,
8796.18,2683.7,57732.25,
8799.48,2689.12,57737.75,
8799.68,2687.6,57735.89,
8804.37,2692.81,57740.76,
8795.99,2683.52,57732.07,
8798.75,2686.55,57735.12,
8794.39,2681.38,57730.16,
8793.45,2678.97,57727.86,
8794.64,2683.36,57732.44,
8793.04,2680.6,57729.82,
8801.95,2689.67,57737.67,
8795.95,2683.08,57731.7,
8800.28,2687.34,57735.42,
8799.23,2688.05,57736.63,
8799.08,2687.62,57736.04,
8795.41,2683.41,57732.45,
8794.51,2682.32,57731.29,
8799.28,2688,57736.51,
8790.74,2677.94,57727.3,
8795.31,2683.01,57731.93,
8796.83,2684.39,57733.19,
8793.48,2681.55,57730.85,
8802.41,2691.2,57739.86,
8800.56,2689.02,57737.64,
8796.63,2684.65,57733.81,
8797.61,2685.93,57735.3,
8799.08,2686.94,57735.96,
8798.91,2686.09,57735.12,
8796.18,2684.74,57734.38,
8798.42,2687.07,57736.3,
8798.41,2686.94,57736.38,
8802.44,2690.2,57738.91,
8799.93,2687.49,57736.28,
8795.42,2682.54,57731.99,
8799.29,2687.71,57736.88,
8800.77,2689.1,57737.88,
8798.55,2687.03,57735.92,
8793.55,2680.47,57729.83,
8798.76,2686.9,57735.98,
8798.75,2686.36,57735.11,
8796.26,2684.11,57733.33,
8800.57,2689.53,57738.5,
8801.38,2688.95,57737.45,
8799.61,2688.14,57736.96,
8795.57,2684.29,57733.65,
8797.87,2684.31,57733.19,
8795.04,2682.65,57731.93,
8797.42,2685.19,57734.28,
8798.23,2686.07,57734.96,
8800.14,2688.46,57737.34,
8798.86,2687.37,57736.2,
8797.49,2684.58,57733.29,
8796.94,2685.18,57734.2,
8802.74,2693.47,57742.06,
8798.19,2686.1,57734.96,
8792.72,2681.58,57730.87,
8796.61,2684.92,57733.59,
8795.33,2682.01,57730.79,
8796.93,2685.34,57734.54,
8795.72,2682.09,57730.54,
8796.29,2684.28,57733.28,
8792.6,2679.99,57729.13,
8797.34,2685.31,57734,
8799.9,2687.55,57735.79,
8800.47,2688.7,57737.12,
8797.9,2685.09,57733.34,
8794.88,2682.29,57731.07,
8801.93,2689.47,57737.59,
8799.33,2687.32,57735.7,
8798.72,2686.58,57735.01,
8798.3,2685.38,57733.69,
8793.54,2679.75,57728.52,
8793.47,2679.64,57728.42,
8799.46,2687.39,57735.66,
8798.21,2686.1,57734.61,
8803.33,2691.2,57739.11,
8798.22,2684.85,57732.84,
8797.19,2683.24,57731.43,
8793.4,2681.12,57729.98,
8796.36,2684.15,57732.81,
8800.37,2686.49,57734.55,
8794.41,2681.1,57729.66,
8796.49,2683.48,57731.96,
8800.16,2688.07,57736.07,
8797.72,2685.33,57733.58,
8797.5,2686.19,57734.65,
8797.16,2684.56,57732.93,
8797.18,2684.65,57732.82,
8800.9,2688.23,57735.96,
8793.09,2678.92,57727.11,
8795.28,2682.96,57731.4,
8801.38,2689.4,57737.08,
8792.43,2680.12,57728.79,
8799.16,2687.14,57735,
8800.25,2687.39,57735.11,
8796.41,2683.21,57731.42,
8800.5,2688.82,57736.54,
8801.01,2687.99,57735.55,
8797.15,2683.12,57730.94,
8798.67,2685.93,57733.96,
8798.98,2685.63,57733.52,
8799.99,2687.17,57735.15,
8799.52,2686.49,57734.4,
8800.14,2687.84,57736.05,
8799.87,2688.43,57736.66,
8797.42,2685.43,57733.93,
8802.79,2691.18,57739,
8800.97,2688.86,57736.84,
8796.84,2683.66,57732,
8800.01,2688.15,57736.35,
8797.33,2683.85,57731.85,
8797.72,2684.62,57732.8,
8800.94,2689.15,57737.15,
8802.99,2691.48,57739.18,
8797.31,2684.63,57732.88,
8799.97,2688.29,57736.36,
8801.19,2690.13,57738.02,
8799.72,2687.52,57735.55,
8798.51,2686.9,57734.83,
8797.56,2683.99,57732.02,
8798.67,2685.5,57733.23,
8798.15,2684.67,57732.52,
8799.92,2687.59,57735.5,
8799.34,2685.86,57733.55,
8799.47,2685.9,57733.49,
8796,2683.06,57731.26,
8796.82,2682.82,57730.79,
8803.31,2691.22,57738.63,
8802.26,2689.56,57737.01,
8800.85,2686.72,57734.27,
8801.53,2689.61,57737.21,
8796.23,2681.3,57729.1,
8795.42,2683.95,57732.54,
8798,2685.72,57733.63,
8799.87,2687.5,57735.5,
8800.44,2687.12,57734.57,
8796.05,2683.37,57731.5,
8801.16,2690.06,57737.93,
8802.98,2690.74,57737.97,
8792.38,2679.95,57728.48,
8798.55,2685.95,57733.89,
8796.06,2683.5,57731.76,
8798.96,2685.23,57732.95,
8796.24,2682.34,57730.29,
8800.83,2688.64,57736.24,
8797.78,2684.49,57732.25,
8797.23,2685.27,57733.23,
8796.63,2682.57,57730.38,
8802.69,2689.52,57736.84,
8796.51,2682.72,57730.54,
8801.78,2690.06,57737.79,
8795.02,2681.67,57729.91,
8797.03,2684.85,57732.93,
8798.54,2686.53,57734.56,
8802.3,2689.71,57737.2,
8800.83,2690.54,57738.76,
8797.81,2685.66,57733.74,
8796.74,2684.63,57733.1,
8792.5,2680.85,57729.67,
8796.69,2683.44,57731.72,
8801.99,2690.58,57738.57,
8797.51,2684.48,57732.59,
8796.84,2684.1,57732.38,
8795.66,2683.23,57731.55,
8797.47,2686.84,57735.2,
8796.27,2685.14,57733.5,
8798.9,2687.27,57735.31,
8799.16,2685.91,57733.65,
8796.22,2683.25,57731.24,
8794.2,2682.36,57730.8,
8795.61,2683.48,57731.68,
8800.9,2688.73,57736.22,
8795.95,2684.28,57732.39,
8799.78,2689.23,57737.16,
8796.91,2684.02,57731.82,
8796.37,2684.98,57732.97,
8800.53,2689.02,57736.7,
8799.72,2687.88,57735.48,
8795.78,2684.19,57732.38,
8798.75,2685.84,57733.54,
8796,2684.36,57732.35,
8801.14,2688.56,57736.04,
8793.31,2681.26,57729.57,
8797.87,2686.05,57733.88,
8799.24,2686.72,57734.21,
